ID	alt.ID	metabolism	pOT6.1	pOT6.2	pOT6.3	pOT6.4	pOT6.5	pOT10.2	pOT10.3	pOT10.4	pOT10.5	pHA6.1	pHA6.2	pHA6.3	pHA6.4	pHA6.5	pHA10.2	pHA10.3	pHA10.4	pHA10.5	pKV6.1	pKV6.2	pKV6.3	pKV6.4	pKV6.5	pKV10.2	pKV10.3	pKV10.4	pKV10.5	pVA6.1	pVA6.2	pVA6.3	pVA6.5	pVA10.1	pVA10.2	pVA10.3	pVA10.4
TR60923|c0_g1_i1|m.347585	NA	TRUE	27.72761	27.26096	26.76256	27.32843	27.55135	27.25341	27.05258	26.74932	27.40462	27.74926	27.53549	27.51713	26.94927	27.37401	26.69086	27.16538	26.43258	27.49045	27.71476	26.93787	27.41764	27.50165	27.37401	27.70438	27.57852	27.09446	27.76913	27.43651	27.6187	26.92931	27.40657	22.34463	27.31657	27.31527	27.44995
TR60979|c1_g2_i10|m.347979	NA	TRUE	27.84978	28.49614	27.90524	28.32655	28.06989	27.5136	28.24286	28.08608	28.90349	28.28855	28.9067	29.37617	27.85448	29.16557	28.02981	29.19857	29.55863	27.72162	27.96003	28.38035	29.13492	28.98275	29.189	28.46999	29.00568	27.59135	27.35968	27.94977	28.36453	28.14292	27.93219	28.23444	27.74394	28.02913	28.25759
TR61011|c0_g2_i1|m.348664	NA	TRUE	25.60422	25.99798	25.53392	25.63348	26.25832	25.46513	26.05807	25.99069	27.09708	26.89747	26.52765	27.5154	25.56628	26.86266	26.47527	27.04416	28.07209	25.6345	26.90081	26.3041	27.14063	26.33642	27.03213	26.66031	27.13692	25.88744	25.27113	25.88888	25.88951	25.88548	25.67882	26.67922	26.16509	26.45505	26.23759
TR61030|c0_g1_i1|m.349032	NA	NA	26.04758	25.36219	25.64339	25.47429	25.05358	25.73962	25.775	23.04058	26.27867	25.56961	25.13684	25.65922	25.23994	25.63547	25.31479	25.42666	22.80791	25.4562	26.1107	25.08034	25.5313	25.7365	25.99856	25.40451	26.07692	25.57733	25.99272	25.66939	25.47914	25.47293	25.42073	26.0639	25.85377	25.69938	25.31848
TR61053|c0_g1_i1|m.349555	NA	NA	29.09187	28.45372	29.0286	29.19535	29.35353	29.21524	29.19613	29.82341	28.49781	28.51232	28.77232	28.40953	29.53429	28.83129	28.7753	28.70372	28.97632	28.90825	27.77335	29.16149	28.81708	28.60477	28.59007	28.01116	28.4988	29.25676	28.02718	29.08725	28.8467	28.97763	29.06651	29.30524	29.10382	29.10057	29.00774
TR62032|c0_g1_i1|m.351891	NA	TRUE	28.29329	28.03748	28.07224	28.13134	28.67966	27.98549	28.6064	27.83774	28.30952	28.06193	28.35456	27.89608	27.95438	28.43706	27.91405	28.29268	27.95804	28.27728	27.80649	28.2904	28.24835	28.44506	28.40795	28.07296	28.27994	28.39844	27.97924	28.23265	27.76604	28.20788	28.51104	28.54495	28.49037	28.49564	28.43885
TR62437|c0_g1_i1|m.352736	NA	NA	26.58463	26.04212	26.87479	26.90311	27.13457	27.33219	26.3361	27.13888	26.20268	25.9183	26.30569	25.59343	27.03926	25.93627	27.03171	26.47102	25.40727	26.90173	25.21123	26.33438	25.5545	25.88714	25.93146	26.10895	26.51432	26.65785	25.33156	26.62352	26.58921	26.83207	26.78905	27.19046	27.09073	26.86372	26.93483
TR62464|c0_g1_i1|m.352794	NA	NA	24.69392	24.48542	24.19235	24.50664	24.61234	24.35421	24.61818	21.89751	23.89365	23.59434	24.43847	23.60093	24.30661	24.39944	24.22758	23.83265	23.1936	24.20546	23.23999	24.39493	23.89717	24.43708	23.70809	24.37842	23.68656	24.65813	22.32824	24.18079	24.45826	24.63439	24.50609	23.49704	24.48971	24.13641	24.22869
TR63255|c1_g2_i1|m.354052	NA	NA	24.243	23.74458	23.09457	23.50833	23.21811	22.93193	24.03942	23.03022	24.292	24.62684	24.04835	24.14779	23.24441	24.15846	23.24269	23.507	24.07496	23.62388	24.68635	23.29123	23.58095	24.02039	24.24771	24.05416	23.63279	23.29418	24.73226	24.33654	23.88809	23.27313	23.31603	22.88642	23.1517	23.29544	23.24224
TR63290|c1_g4_i1|m.355947	NA	NA	32.96513	32.51015	32.5852	32.80678	32.68305	32.26916	32.55437	32.80382	32.19337	32.5867	32.69393	32.35147	32.48181	32.53696	32.37821	32.01844	32.08841	32.43039	32.53009	32.75595	32.6447	32.71878	32.31754	32.69316	32.13513	32.43969	32.09735	32.59992	32.63099	32.83949	32.59821	32.29748	32.4241	32.2035	32.47508
TR63290|c1_g5_i3|m.355964	NA	NA	26.37892	25.92994	26.37071	26.59392	26.54648	26.10783	26.86278	27.08952	26.53678	25.57118	26.05294	25.413	26.08695	25.75208	26.35832	25.90965	26.1474	26.23858	25.7318	26.45458	25.88911	26.21193	25.87427	26.61737	26.16542	26.79625	26.05939	26.0943	25.50154	25.79838	26.01907	26.53819	26.49928	26.36603	26.50865
TR63325|c0_g1_i2|m.357454	NA	NA	27.79036	27.83437	27.52395	27.82608	27.76964	27.57759	27.98707	27.62143	27.22545	27.48408	27.68311	27.29632	27.72215	27.72462	27.47119	27.28047	27.35917	27.80286	27.20163	27.56224	27.54856	27.71299	27.46762	27.58849	27.44293	27.65226	27.0475	27.5842	27.75888	27.80076	27.64334	27.38648	27.60336	27.77367	27.71516
TR63339|c2_g1_i1|m.357985	NA	NA	26.22872	25.85419	26.04708	26.54004	26.24069	25.94987	26.24027	27.42077	25.46258	24.74812	25.62762	25.0599	25.07218	25.58153	25.57589	24.65709	23.6148	25.96486	24.99304	26.32934	26.08904	25.9585	25.93587	25.90488	24.93094	26.08125	25.04814	25.50218	25.98379	26.44669	26.52709	26.18016	26.38042	24.99084	26.12357
TR63347|c2_g2_i1|m.358449	NA	NA	28.51122	28.41442	28.62951	28.39705	28.16739	28.51164	28.3154	28.11525	28.26906	28.22894	28.41107	28.20602	28.49572	28.32079	28.3327	28.37634	27.73654	28.54495	28.14545	28.46045	28.12815	28.4184	28.30334	28.28956	28.3789	28.50047	28.23023	28.58057	28.51062	28.52152	28.3741	28.3487	28.39689	28.40268	28.30077
TR63352|c3_g1_i1|m.358741	NA	NA	26.84494	26.58935	27.11048	27.00153	26.99798	27.03706	26.76762	26.90816	26.19909	26.5077	26.4595	26.26213	27.23717	26.67573	26.85293	26.4452	26.04617	26.90403	25.92198	27.13301	26.46389	26.51884	26.62561	25.97285	26.42344	26.74085	25.95369	26.87818	26.72481	27.06682	27.05217	26.85162	26.76572	26.91809	26.68378
TR63641|c0_g1_i1|m.359388	NA	NA	27.06887	27.71633	28.31038	28.30691	28.56296	28.46069	28.05817	29.10707	27.30774	26.37933	27.60816	27.22444	28.46789	27.9511	28.17331	27.76995	27.91194	28.13301	25.29572	28.20955	27.69332	27.88064	27.84488	27.5932	27.57888	28.37493	22.88715	27.49701	27.7748	28.1784	28.53442	28.70392	28.36915	28.19141	28.4182
TR64416|c1_g2_i1|m.361061	NA	NA	28.25507	28.27244	28.64733	28.31941	29.09489	29.02599	28.97071	29.13817	28.42134	27.89238	28.05802	27.71843	29.51241	28.26526	29.80293	28.70269	28.67825	29.11993	27.27551	28.57942	28.27498	27.89562	28.33356	28.46634	28.39869	29.28582	27.84924	28.238	28.16682	28.68372	28.82311	29.77673	29.35645	29.04776	29.03871
TR64419|c0_g1_i2|m.361122	NA	NA	25.63165	25.38657	24.39028	24.48824	24.04494	24.44847	24.8167	22.55933	25.59986	25.87148	25.12735	25.55552	22.36447	25.1476	24.77047	25.6971	25.21215	24.35931	26.22389	25.10821	25.03002	25.36626	25.47581	25.89659	25.46659	24.08253	26.63893	25.20732	25.05606	24.85191	24.30946	22.14235	24.76785	24.26091	24.8008
TR64425|c1_g1_i2|m.361388	NA	NA	27.33535	27.31786	27.65983	27.3726	28.04416	27.93112	27.3506	28.16394	26.64086	27.08548	26.9232	27.05652	28.14014	27.76636	28.35363	27.26302	27.16911	27.53445	26.62729	27.53178	27.39697	27.48608	28.02327	26.36615	26.87865	27.60272	27.86461	27.78244	27.73027	27.60999	28.13746	27.48876	27.78363	26.84936	27.87085
TR64440|c0_g1_i1|m.361661	NA	NA	23.98346	23.93175	24.12187	24.2363	24.44259	24.39598	24.3232	23.17199	23.56987	23.25422	23.94922	23.44304	24.4982	23.35205	24.09989	23.72474	22.99171	24.31817	23.35272	23.76426	23.95207	24.57496	23.74201	23.7381	23.31188	23.80203	23.13807	23.84709	24.14281	24.45381	24.29235	24.11156	23.94378	24.03633	24.01478
TR64472|c0_g1_i1|m.362689	NA	NA	28.51299	28.24889	28.60813	28.16552	28.68636	28.69727	28.27515	28.51548	28.18371	27.7921	28.08441	28.11922	28.56311	28.05946	28.9143	28.15952	27.90173	28.63093	27.55149	28.79894	27.75716	28.01207	27.70279	28.15011	28.17093	28.47387	28.0643	28.17031	28.54573	28.51518	28.98046	28.75519	28.59534	28.49682	28.76787
TR64473|c3_g1_i1|m.362722	NA	TRUE	29.23091	29.03286	28.95983	29.06384	29.19373	28.9908	29.22157	28.80977	28.98948	28.51503	29.03168	28.57517	28.91034	29.13288	28.88119	29.12369	28.59676	28.99248	28.28547	28.58413	28.73786	29.05543	28.73957	29.14936	28.69541	29.21787	28.5313	29.26217	28.8889	28.9924	29.25083	29.23199	29.19463	29.29358	28.87003
TR64481|c4_g9_i1|m.363049	NA	NA	26.06112	25.99455	25.81729	25.75065	25.4567	25.58374	25.3303	25.35097	25.61782	25.70986	25.92103	25.68851	25.56999	25.73988	26.05685	25.61574	25.43958	25.8883	25.92696	25.95697	25.41777	26.28947	25.82939	26.31893	25.71715	25.51788	25.95456	25.84369	26.11362	26.19122	25.79054	26.20116	25.85781	25.57095	25.70733
TR64485|c1_g1_i4|m.363145	TR64485|c1_g1_i1|m.363129	NA	24.87253	24.36205	23.7542	24.99533	24.10486	23.34962	24.47445	24.54634	24.27569	25.02246	24.44815	24.39833	23.72025	24.92202	23.74561	24.69959	23.91516	23.83788	25.17326	24.20933	25.89335	24.77911	25.49133	24.63699	25.20926	24.60665	25.34739	24.91461	24.16339	24.36031	24.29523	23.4985	24.21845	23.91971	23.83961
TR64500|c0_g1_i1|m.363453	NA	NA	26.06365	26.046	25.95294	25.62762	25.70041	26.06044	25.20434	25.06801	26.0455	25.97612	26.04874	25.95049	25.98244	25.99925	26.07951	26.05362	25.91406	25.9589	26.02576	25.8662	25.22942	25.89013	25.51716	25.70293	25.51322	25.48769	26.05751	25.7373	25.8424	25.83048	25.69144	25.70809	25.60998	25.61305	25.74245
TR64509|c0_g1_i4|m.363704	NA	NA	27.13418	27.12947	27.41014	27.35035	27.3667	27.38484	27.61231	27.04521	27.19094	26.89227	27.13114	26.96587	27.59527	27.3919	27.45654	27.1418	26.84649	27.5386	26.68565	27.23233	26.85555	27.39664	27.07735	26.92796	26.92807	27.576	26.7348	27.29737	27.27142	27.28348	27.28092	27.53579	27.30417	27.40649	27.27213
TR64632|c0_g1_i1|m.363894	NA	NA	28.504	30.54508	30.92543	31.62056	31.13797	31.15177	31.02399	31.9072	29.52593	28.02099	30.50881	30.4941	31.63348	30.94259	30.51409	30.49762	30.71203	31.22619	27.10609	31.06535	31.14334	30.8365	31.18193	30.39744	30.09421	31.13375	26.23807	29.54407	30.57642	30.8181	31.01372	30.91513	30.91563	30.94315	31.04088
TR64838|c1_g1_i1|m.364633	TR66742|c0_g1_i1|m.376070	NA	30.91314	31.34958	31.32989	31.74403	32.06294	31.16926	23.33253	31.20227	31.34789	31.49333	31.19601	31.63815	31.72151	32.08882	31.39284	32.31875	31.72858	31.51282	31.10568	31.33037	32.01305	31.69748	31.74623	31.31446	31.91239	31.99402	31.02749	32.05401	31.23232	31.09245	31.72749	32.08487	23.79489	32.19119	31.60192
TR6506|c0_g1_i2|m.26520	NA	NA	24.26478	23.86731	24.48702	24.31748	24.36886	23.94432	23.80391	24.32478	23.73913	23.4381	23.59503	23.59798	24.04552	23.79382	24.37776	23.98607	24.29619	23.78586	23.26542	24.00975	23.44834	23.80499	23.8145	23.61964	24.16369	24.01154	23.24939	24.08148	24.01784	24.31161	24.37039	24.58795	24.49521	24.0375	23.95775
TR6519|c3_g1_i1|m.26620	NA	TRUE	26.45571	26.81739	25.81965	27.09174	26.28956	26.30539	26.4232	25.5688	25.98908	26.8662	26.45812	27.43269	27.00464	26.84494	25.69914	26.03179	26.97793	25.79553	28.03894	25.88762	26.89712	27.00945	26.70517	26.41666	26.18677	25.81492	27.67445	26.82177	27.35254	26.4646	26.08497	25.55022	25.45767	25.86818	26.19894
TR6546|c0_g1_i1|m.26977	NA	TRUE	28.7024	28.57687	28.32277	28.21136	28.39092	28.25106	28.55252	27.87982	28.65178	28.78989	28.86759	28.85436	28.23421	28.68258	28.23772	28.96829	28.58093	28.18286	28.86682	28.31277	28.64151	28.85487	28.43921	28.78329	28.72218	28.14851	28.96697	28.79922	28.40015	28.47761	28.26901	28.37753	28.23096	28.57492	28.42894
TR6550|c0_g1_i1|m.27060	NA	NA	28.89631	28.89516	29.11158	28.63492	28.7934	29.26778	28.60961	28.71764	28.92697	28.47425	28.58742	28.32487	28.66224	28.29114	29.29758	29.36148	28.22104	28.9339	27.99016	28.67108	28.02258	28.66126	28.24282	28.90601	28.90684	28.74574	28.07887	28.98986	28.93736	28.89868	28.8994	29.26772	29.04247	29.3063	28.87818
TR6554|c0_g1_i1|m.27098	NA	NA	26.12335	26.02865	26.13371	26.03804	25.87188	25.86079	26.07155	25.32279	26.15376	25.61074	25.71196	25.44777	25.9906	25.46345	26.18208	24.63095	25.53905	25.80322	25.33787	24.27341	25.97712	26.0437	26.02096	25.95265	25.5327	25.62025	25.21667	26.17866	25.99116	26.03442	25.91066	26.18544	25.53321	25.73552	25.71204
TR6565|c0_g1_i1|m.27222	NA	NA	26.49002	26.43019	26.64017	26.57483	26.81629	26.06883	26.72533	26.32865	26.95371	26.15201	26.4811	26.26789	26.31565	26.54891	26.46983	26.70978	26.21351	26.39661	25.97736	26.33879	26.47842	26.5979	26.38846	26.47602	26.67196	26.68338	25.4063	26.84828	26.15037	26.47984	26.40495	26.79166	26.2725	26.66479	26.35896
TR65766|c1_g1_i6|m.367037	NA	NA	27.06958	27.16825	27.00517	27.03339	26.72195	26.4399	26.97585	26.59463	27.09416	27.31337	27.27693	27.24218	26.87009	27.10019	26.9301	27.46568	26.88728	26.86455	27.15112	27.15422	27.03465	27.00582	26.96389	27.13457	27.16548	26.80747	27.24826	27.01808	27.0804	27.14258	26.60286	26.69644	26.39062	26.90518	26.78793
TR65766|c1_g1_i9|m.367060	NA	NA	24.80774	24.9682	24.53439	24.62466	24.71759	24.6106	24.80366	24.76491	24.80582	24.91684	24.96948	24.95598	24.56227	24.84891	24.93594	25.07239	24.65726	24.76764	24.98116	24.88753	24.47791	24.90261	24.5771	24.7334	24.96071	24.3682	25.24187	24.89398	25.15704	25.3189	24.63412	24.84005	24.85714	24.63937	24.62048
TR658|c0_g1_i1|m.1781	NA	NA	26.14412	26.08598	26.60371	25.69734	25.6394	26.25438	25.1514	24.95576	26.45868	25.96484	26.43803	25.83543	25.35726	25.64405	26.52302	26.54313	25.81248	26.26821	26.10047	25.77801	25.63123	25.90364	25.76327	26.34352	26.50986	25.58368	25.18684	25.83256	26.3536	25.83555	25.92019	25.93101	26.06122	26.12461	26.01167
TR65822|c2_g2_i1|m.371065	NA	NA	25.7202	25.16023	25.19592	23.95047	24.10917	23.9852	22.80729	23.049	25.26245	26.29218	25.36252	25.41371	23.18377	25.35343	24.63218	24.64417	24.38647	24.57109	26.73583	24.49198	24.96684	24.86122	24.45695	25.63306	25.18101	22.74954	25.60272	25.01827	25.22942	24.9668	24.08635	24.3948	24.13477	23.81118	23.82182
TR65854|c0_g1_i2|m.373098	NA	NA	21.62055	20.93876	21.93067	21.50698	21.54062	20.96557	22.78519	18.97746	21.64562	21.01529	21.19274	20.89829	21.16398	21.77483	21.64394	21.07914	23.28555	21.9566	20.92687	21.878	21.13264	21.25477	21.71858	21.18295	21.42378	21.15419	21.17194	21.34093	21.44385	21.52941	22.05175	21.5336	21.65762	20.84919	21.07712
TR65859|c7_g2_i1|m.373549	NA	TRUE	25.23012	25.00864	24.3152	24.44954	22.88624	24.02411	24.32279	22.77696	25.47917	25.45911	24.98715	25.18726	24.39048	23.52399	24.49656	24.32519	24.78856	24.40477	25.41096	24.43568	24.55579	25.00333	24.98841	24.8775	24.56958	23.4464	25.26667	24.86268	24.56819	24.8551	24.24467	23.00175	24.31278	24.20508	24.13853
TR66227|c0_g1_i1|m.374304	NA	NA	25.54486	25.39647	25.78758	25.89006	25.93495	26.29267	25.90623	26.54751	25.78232	25.11803	25.28246	25.1368	25.93436	25.55868	26.1186	25.74242	25.57254	26.20344	24.89574	25.80963	25.47485	25.67861	25.97741	25.34557	25.54828	26.5602	24.78596	25.80452	25.58506	25.53208	25.96774	26.22072	26.0445	25.9232	26.2105
TR66482|c0_g2_i1|m.375261	NA	NA	31.66839	31.61807	31.81272	32.33559	32.03101	31.63647	32.25755	32.47755	31.59094	31.22739	31.68316	31.14492	31.80166	31.21466	31.71927	31.35327	31.03872	31.89392	30.5483	31.81601	31.72882	31.79533	31.71252	31.70062	31.43281	32.16776	29.54064	32.0362	31.5163	31.80605	31.82457	32.02795	31.79005	32.09717	31.82589
TR66495|c0_g1_i1|m.375346	NA	NA	25.76309	28.03092	28.23745	28.68438	28.79715	28.70091	28.5065	29.22702	27.3073	24.97924	27.77931	27.36603	28.57308	27.77348	28.50374	27.61562	27.26607	28.61569	22.16782	28.30878	27.95488	28.0118	28.14865	28.04208	27.70319	28.73686	22.40411	26.76015	28.13692	28.50616	28.59932	28.85855	28.67118	28.66854	28.64403
TR66515|c0_g1_i1|m.375416	NA	NA	25.77465	25.85833	25.57698	24.75674	25.24648	25.49149	24.52576	22.60092	26.0379	25.73482	25.62909	25.98616	25.04026	25.20795	25.49317	25.81181	25.37888	25.00958	26.47313	25.33467	24.73469	25.95529	25.23798	25.87129	25.72843	24.53576	26.34177	25.59497	25.73247	25.49482	25.29887	25.97242	25.14569	25.56352	25.51617
TR66815|c0_g1_i1|m.376325	NA	NA	25.71064	25.60213	25.93654	25.89624	25.65494	25.81834	25.72559	25.64022	25.34892	25.33726	25.80799	24.60008	24.57005	25.3582	25.10169	25.48155	21.61488	25.94098	25.436	25.54109	25.40419	25.98192	25.39976	25.67656	25.45566	25.91228	24.99192	25.51458	25.82997	25.85517	25.75583	23.49033	26.34775	26.06443	25.84069
TR6707|c1_g1_i1|m.28412	NA	NA	22.97399	22.50611	21.37465	21.85148	21.594	21.36805	22.05262	21.86548	22.98515	24.87881	22.63518	25.23943	21.37597	23.47593	21.74718	23.39349	24.01478	21.51422	26.97509	22.58311	25.50294	23.05899	25.07235	22.83734	23.10088	21.20204	23.34408	22.7185	22.1606	21.32119	21.67414	20.80136	21.72871	21.32844	22.64101
TR67113|c0_g1_i1|m.376713	NA	NA	24.7569	24.42771	24.93369	24.70978	25.11506	25.26703	25.4607	25.2967	24.40743	24.11172	24.67638	24.44979	24.60513	24.59548	25.11482	24.44329	24.54339	25.19472	23.9331	24.97754	24.65218	24.44866	24.56529	25.13759	24.63473	24.46818	24.38732	24.59286	24.84532	24.63312	24.94163	25.35219	25.37782	25.16411	25.2078
TR6715|c0_g1_i2|m.28731	NA	NA	24.76486	24.74781	24.59833	24.53754	24.61913	24.69008	24.76015	24.52415	24.69853	24.40295	24.57854	24.42438	23.07961	24.66036	24.55742	24.97767	24.35084	24.36078	24.49112	24.32457	24.7178	24.47054	24.38258	23.77243	24.59303	24.50506	24.85529	25.08221	24.80267	24.55882	24.65212	24.42464	24.68966	24.70028	24.50434
TR6721|c0_g1_i2|m.28844	NA	NA	26.9684	26.82445	27.1041	27.25773	27.66709	27.29079	27.13565	27.48685	26.58305	26.04498	26.63699	26.06815	27.63104	26.65294	27.2283	26.64361	26.36316	27.32389	25.14363	27.19807	26.566	26.30697	26.49628	26.64238	26.33229	27.44955	25.2509	26.98	26.96818	27.19216	27.51736	27.92587	27.76465	27.49076	27.2141
TR6721|c2_g2_i4|m.28903	NA	NA	27.63561	27.54082	27.89499	28.21299	27.99286	27.94252	28.08192	28.89753	27.05113	27.52365	28.15064	27.59989	28.93916	27.97929	27.93286	27.79154	27.71941	28.04349	27.24527	28.42446	28.30099	28.15967	28.19329	27.76692	28.07383	28.19394	27.17921	28.00742	27.71614	27.93921	28.05149	28.29299	28.43141	28.19206	27.93994
TR67307|c0_g1_i1|m.376993	NA	NA	25.63184	26.93921	27.2826	27.41143	27.78138	27.66709	27.61618	28.27471	26.63159	23.59662	26.91536	26.31387	27.91296	27.15432	27.29946	26.80058	27.09828	27.57802	22.96089	27.44332	27.09245	27.10889	27.22113	26.86538	26.86219	27.63575	24.15424	26.21488	27.36861	27.35515	27.79804	27.56231	27.49052	27.30678	27.70629
TR67350|c0_g1_i1|m.377054	NA	NA	30.02802	29.37084	28.60798	29.8097	29.84546	28.69219	30.51155	28.58136	30.50142	30.63521	30.36035	31.65762	30.4451	30.9291	30.86931	31.8029	32.32093	31.62693	31.0699	30.0029	30.00879	30.45846	30.26662	30.61456	31.06014	31.05543	30.49419	29.77593	29.47456	29.26385	29.49939	30.65847	29.95615	29.80801	29.86935
TR67355|c0_g1_i1|m.377063	NA	NA	25.55415	25.07944	25.53386	25.68475	25.98022	26.6345	26.10322	26.10865	25.22589	24.6732	25.21827	24.70715	26.17018	25.58663	26.56196	26.19276	24.57456	26.29297	24.20561	25.57453	25.55063	25.58147	25.43349	25.44139	25.78149	26.71096	24.95274	25.85754	25.80946	26.0367	25.9875	26.08877	26.74945	26.63713	26.26438
TR6740|c0_g3_i1|m.29390	NA	NA	26.35674	26.29647	25.74998	25.66441	25.6676	25.68731	25.78811	25.41261	26.09507	26.60003	26.34486	26.38943	25.70282	26.29044	25.94226	26.23758	26.27817	25.72419	26.78144	25.71694	25.51743	25.94668	25.91242	25.91843	26.31639	25.48742	26.76344	26.12579	25.93344	25.88365	25.541	25.58575	25.54807	25.20056	25.59235
TR6745|c0_g2_i3|m.29634	NA	NA	26.78132	26.51203	26.44779	26.86266	25.94237	26.06575	26.95016	26.2212	26.67438	27.03213	26.90529	26.61849	25.22461	26.73312	24.83793	26.77668	26.36741	26.06484	27.07347	26.35928	27.04218	27.21882	26.96631	26.65239	26.75251	25.82924	27.33509	26.89203	26.54298	26.6679	26.37716	24.88572	26.73583	25.653	26.39658
TR6745|c1_g1_i5|m.29678	NA	NA	29.17281	29.21799	28.91331	28.44825	28.353	28.6637	28.16643	28.03549	29.17878	29.35349	29.30541	29.36709	28.60654	29.17472	28.99407	29.17928	29.02054	28.8438	29.50692	28.85436	28.78806	29.11791	28.93655	28.94467	29.1211	28.17212	29.48145	28.91724	28.80793	28.89839	28.61611	28.59769	28.60286	28.53742	28.63034
TR6760|c1_g1_i2|m.30174	NA	NA	28.89764	28.84278	28.21058	28.04077	28.18995	28.15885	28.03375	27.6441	28.68264	29.12115	28.72767	29.07224	27.80968	28.74564	28.12756	28.38212	28.76948	27.98951	29.51538	28.18952	28.40198	28.68177	28.66109	28.60205	28.47823	27.89879	29.35096	28.5093	28.49591	28.24323	27.94218	27.71862	27.80255	27.84398	28.13099
TR6766|c2_g1_i2|m.30355	NA	NA	26.51955	26.503	26.53386	26.63533	26.55923	26.70517	26.63755	26.68859	26.44646	26.22628	26.25945	26.10867	26.3911	26.12137	26.26184	26.37491	25.85024	26.47757	25.85626	26.59747	26.30009	26.40171	26.22681	26.16392	26.24878	26.78182	26.15813	26.51857	26.19073	26.28815	26.45703	26.58935	26.34895	26.33593	26.47639
TR6788|c0_g1_i3|m.31007	NA	NA	24.91657	24.89957	25.49671	25.22957	25.43431	25.25429	25.04573	25.22927	24.62433	24.62778	24.9432	24.6049	25.52489	24.88535	25.23739	24.69562	24.80164	25.32475	24.13258	25.09925	24.74294	24.86117	25.27522	24.72307	24.38377	25.13265	24.46008	24.92597	25.05399	25.36876	25.33929	25.58153	25.15758	25.27359	25.11985
TR6793|c0_g1_i1|m.31184	NA	NA	27.89891	27.93309	28.13678	27.97815	27.97306	28.12164	27.77272	27.6059	28.27373	27.84577	27.96549	28.16825	27.60802	27.65048	28.10099	28.2525	28.30591	27.72136	27.6231	27.80434	28.20522	28.4346	28.22766	28.10004	28.23809	27.58585	27.47445	28.12874	28.13139	27.9629	27.66411	28.29088	27.67142	28.12913	27.87132
TR67941|c0_g2_i1|m.378377	NA	NA	23.54875	24.32862	24.28072	24.58749	24.93355	24.54469	24.44158	24.25191	24.08391	22.59407	23.77876	23.01789	24.89708	23.82997	24.50428	23.2548	22.81656	24.73805	22.41928	24.28348	23.9358	24.27633	24.21786	24.00445	23.41222	24.70514	22.27631	24.0748	24.32958	24.45275	24.66888	24.70778	24.60246	24.08667	24.38975
TR67948|c0_g1_i1|m.378393	NA	NA	24.34076	24.50312	24.66199	24.9534	24.58955	24.83268	24.74103	24.85743	23.91871	23.72682	24.75542	23.48702	24.74006	23.85966	24.40217	23.60309	23.16982	24.70583	23.6937	24.34354	24.12021	24.74566	24.5338	24.10733	24.16668	24.78547	22.9322	24.67498	24.91689	24.69636	24.99602	24.09507	24.57882	24.59155	24.63461
TR68072|c3_g2_i2|m.379039	NA	NA	28.69062	28.43877	28.03617	27.15557	27.32303	27.67054	27.13252	26.78207	28.65813	28.89047	28.61523	28.80378	27.3517	28.30326	28.14501	28.37708	28.40714	27.53838	29.32612	27.83768	28.02844	28.11292	28.21716	28.092	28.40807	26.71986	28.98302	28.01052	28.22771	27.77718	27.41353	27.22894	27.32834	27.26311	27.51171
TR68082|c5_g9_i1|m.379527	NA	TRUE	28.10939	27.67067	27.52223	28.11123	28.23082	27.74265	28.42262	27.51458	27.79538	27.68833	28.07352	27.478	28.09255	27.8381	27.43762	28.01924	27.01956	27.65779	27.26973	27.48501	28.1151	28.20116	27.97733	27.90139	27.66248	28.04009	27.6487	28.40337	27.97776	27.8334	28.21923	28.19896	28.0327	28.30609	28.21531
TR68087|c0_g1_i1|m.379885	NA	NA	24.6496	24.53522	23.9208	23.32992	23.98815	23.04911	22.09191	23.90159	24.99921	25.17005	24.65535	25.01385	22.15481	24.81661	24.07447	25.09941	24.85681	23.55801	25.82243	24.40302	24.08351	24.40133	24.36312	24.35595	24.68747	23.95314	25.89169	23.88297	23.69753	24.06365	21.81505	22.52254	24.60699	23.83441	23.92859
TR68090|c3_g1_i2|m.379981	NA	NA	26.39599	26.68859	27.20228	27.14258	27.02675	27.13359	27.04562	27.40698	26.44323	26.25641	26.32716	26.34101	27.43261	26.6133	27.11951	27.00956	26.66885	27.23963	25.63279	27.35607	27.08679	26.79203	26.5423	27.43173	27.34053	27.95748	26.47285	27.51856	27.00142	26.84314	27.3356	27.83352	27.35548	27.91747	27.52028
TR68111|c0_g2_i1|m.380929	NA	NA	29.00461	28.94008	28.85887	29.03756	28.86089	28.488	29.08266	28.8201	28.89634	28.89224	28.97035	28.81222	29.01553	28.97615	28.97635	29.01199	28.58928	28.94896	28.42442	28.8546	28.77615	28.96017	28.8914	28.94011	28.82052	28.87891	28.48689	29.04437	28.8344	28.8642	28.67496	29.05997	28.54156	29.02168	28.56888
TR68111|c0_g2_i11|m.380996	NA	NA	33.13807	32.97673	32.5719	32.51491	32.51006	32.33352	32.48712	32.22121	32.89643	33.06606	33.02581	33.15136	32.54003	32.96791	32.68681	32.95109	32.69033	32.62745	33.04729	32.78714	32.65634	32.82881	32.76896	32.71469	32.85434	32.25392	32.92258	32.80659	32.72777	32.78244	32.41652	32.44174	32.29543	32.32616	32.4374
