ID	alt.ID	metabolism	pOT6.1	pOT6.2	pOT6.3	pOT6.4	pOT6.5	pOT10.2	pOT10.3	pOT10.4	pOT10.5	pHA6.1	pHA6.2	pHA6.3	pHA6.4	pHA6.5	pHA10.2	pHA10.3	pHA10.4	pHA10.5	pKV6.1	pKV6.2	pKV6.3	pKV6.4	pKV6.5	pKV10.2	pKV10.3	pKV10.4	pKV10.5	pVA6.1	pVA6.2	pVA6.3	pVA6.5	pVA10.1	pVA10.2	pVA10.3	pVA10.4
TR14543|c0_g1_i2|m.96054	NA	NA	25.57963	25.37809	25.33323	24.45976	24.91566	24.65185	24.52856	23.93475	25.49628	25.52187	25.47488	25.49042	24.56639	25.2394	25.21286	25.33016	25.11791	24.80558	25.69774	24.95651	24.57779	25.36766	24.88068	24.93432	25.05643	24.47259	25.19985	24.98989	25.08618	25.32745	24.44411	24.93089	24.55999	25.10677	24.50773
TR15403|c0_g1_i1|m.98702	NA	NA	21.43048	23.72962	23.83692	24.66248	24.33613	24.45582	24.51731	24.78686	22.62259	20.98711	24.30389	22.86624	24.87699	23.59912	24.14289	23.35971	22.45428	24.73221	21.06125	24.02251	24.20307	23.57311	24.30807	23.391	23.03656	24.26499	20.96965	22.00956	25.01448	24.68319	24.6633	23.9157	24.35951	24.1386	24.83079
TR16766|c0_g1_i1|m.101207	NA	NA	30.87196	30.88838	30.198	30.38515	29.58976	30.23934	29.84909	29.98902	31.12989	31.417	31.10892	31.68579	29.42846	31.02294	30.16039	30.84476	31.23083	29.99873	31.1351	30.46752	31.29291	30.79514	31.18382	30.90211	31.20566	29.37296	29.70918	30.97158	30.83605	30.15122	30.04791	29.15432	29.76473	29.65508	30.28923
TR1711|c0_g1_i3|m.5348	TR1711|c0_g1_i1|m.5334	NA	26.56403	26.26644	26.32048	26.24601	26.35658	25.65559	26.30351	25.76593	26.29915	26.40462	26.40173	26.01359	25.94429	26.42267	26.06743	25.89569	25.68083	25.83608	26.12822	26.18779	26.07251	26.11327	26.1195	25.9865	26.2722	26.1289	25.84824	26.12185	26.24541	26.12633	26.00663	26.03473	26.00654	25.91369	25.94902
TR1726|c0_g1_i4|m.6028	NA	NA	26.25593	26.22118	26.29579	26.62492	26.27872	25.92493	26.16584	26.05629	25.84436	26.13768	26.24507	26.00992	26.44158	26.1351	26.04519	26.26154	25.52271	26.42702	26.10428	26.03729	25.88711	26.16254	26.16379	26.34332	25.89537	26.24235	25.92963	26.40926	26.48787	26.29135	26.67277	25.7573	26.53726	26.54075	26.39128
TR1745|c0_g1_i1|m.7025	NA	NA	27.21873	27.37824	27.29675	27.00956	27.03811	27.61849	27.08365	26.60173	27.36811	26.9546	26.99389	26.9788	27.11634	26.88215	27.41691	27.10759	26.54342	27.24563	27.29754	27.01073	26.84972	27.39452	26.75621	27.43301	27.24273	27.07816	27.39909	26.90873	27.28912	27.33151	27.11476	27.29386	27.27177	27.20769	27.24436
TR1771|c11_g1_i1|m.8241	NA	NA	29.62316	29.1661	29.79725	29.40442	29.54169	29.72822	29.29053	29.55523	29.39252	29.01036	29.49158	29.0172	29.42696	29.21554	29.62444	29.7835	29.2734	29.62824	28.82059	29.23004	29.00378	29.45297	29.09984	29.58438	29.43954	29.52724	29.14611	29.36513	29.51305	29.42276	29.50694	29.92846	29.6353	29.60076	29.44735
TR17772|c1_g3_i1|m.106219	NA	NA	25.98882	26.44261	25.98755	25.87923	26.15812	26.31193	25.8847	25.96763	25.59656	25.89724	26.05499	25.42169	25.81612	26.26556	26.14895	26.10057	25.91159	25.98722	25.37172	25.92048	25.58457	25.82289	25.52516	25.72949	25.41222	26.01195	25.68533	25.91755	26.28784	26.136	26.02513	26.13118	26.28003	26.63187	25.37411
TR17799|c2_g2_i1|m.108661	NA	NA	27.11028	26.73467	27.11376	26.69988	26.98055	27.07122	26.6979	26.76926	26.8735	26.74945	26.76522	26.28021	26.87818	26.42969	27.12514	26.78082	25.92436	27.17035	26.37415	26.62729	26.00485	26.5695	26.25461	26.55372	26.4961	26.95038	26.22569	26.92818	26.81995	26.68459	26.81482	26.95494	27.20023	26.85875	26.79835
TR17805|c0_g2_i3|m.109400	NA	NA	25.58288	25.34645	25.51887	25.89011	25.82939	25.89652	25.8886	26.01372	25.58586	24.81744	25.32086	25.21156	25.72985	25.31147	25.9223	25.52016	25.25035	25.73508	24.49143	25.48646	25.2632	25.61434	25.32841	24.97014	25.00787	25.52121	25.12727	25.74924	25.57877	25.88348	25.89941	25.93188	25.96107	25.84103	25.43167
TR17823|c4_g1_i1|m.110843	NA	NA	24.01368	24.00522	24.52271	24.71361	25.2438	25.04743	24.51773	25.44906	24.20382	23.30034	23.98198	23.86278	24.78162	24.31063	25.13516	24.08813	24.1795	25.03708	22.83333	24.76035	24.19445	24.34171	24.48025	24.16385	24.71319	25.00002	21.91558	24.06628	24.20955	24.80612	25.4518	25.4551	24.9449	24.73283	24.7759
TR1796|c6_g1_i1|m.9454	NA	TRUE	29.57591	29.31084	29.1608	29.18244	29.42524	29.16531	29.30795	28.9603	29.19474	29.37046	29.34143	29.08099	29.09534	29.17524	29.38784	29.36684	29.05974	29.1919	28.87613	29.15272	29.10142	29.21104	29.16734	29.24636	29.36763	29.05951	29.09572	29.27764	29.11855	29.40288	29.23941	29.23091	29.12984	29.18227	29.35957
TR1797|c0_g2_i6|m.9526	NA	NA	26.33142	25.85676	26.06291	26.38398	26.0806	25.675	26.28486	25.89266	26.0896	25.81331	25.99434	25.90754	26.24692	25.9522	25.79392	25.73487	25.38146	26.1362	25.95925	25.65119	26.07126	26.19983	25.93407	25.81614	25.67718	25.96576	26.09513	26.48121	26.00434	26.11878	26.10631	25.89004	25.84496	25.91189	25.71277
TR181|c1_g1_i1|m.260	NA	NA	24.6418	28.22486	28.32513	28.78681	28.58803	26.75786	28.209	29.13511	25.71675	23.84671	28.65345	28.33394	29.41782	28.91724	27.79668	28.07852	27.44261	29.00182	23.47333	29.37762	29.43637	28.23731	28.3342	27.60858	27.9577	28.7591	23.23844	25.28238	28.82089	29.17615	29.36401	28.14117	28.4229	27.4684	29.30297
TR18270|c0_g1_i1|m.112709	NA	NA	25.07741	25.0783	24.5093	24.70978	24.07333	24.15969	24.79218	24.58492	24.69864	25.47652	24.83629	24.92025	24.33994	25.12179	24.65529	25.00667	24.8579	23.93301	25.27199	24.50154	24.95051	24.86415	24.47457	24.75873	24.62171	24.44695	25.06924	25.07839	24.56302	24.27831	24.2015	24.59952	23.76668	24.35542	24.68008
TR18418|c0_g1_i4|m.115399	NA	NA	27.25079	26.99959	27.75882	27.75742	27.75672	27.73635	28.13893	27.52246	27.66526	26.964	27.10959	27.20695	28.20676	27.29342	28.41155	27.82929	27.45732	28.0402	26.89261	27.34384	27.27222	27.07521	27.41989	27.65676	27.51751	28.13011	27.20602	27.70945	26.98902	27.5349	27.49663	28.12874	27.91912	28.35317	27.70253
TR18428|c2_g1_i1|m.116338	NA	NA	23.0878	23.35703	23.59605	24.09233	23.17959	23.30187	24.07472	22.6202	23.46251	23.02494	23.08283	22.9122	23.46064	23.22448	23.97036	23.56802	22.44758	24.00239	22.39454	22.79553	22.6005	23.73717	22.90167	23.42892	22.58907	23.58806	23.488	23.32745	23.21426	22.97747	23.10709	22.56041	23.2127	23.60851	23.33715
TR18431|c0_g1_i1|m.116430	NA	NA	28.06728	27.91929	27.95155	27.22986	27.39116	27.77549	27.21753	26.98174	28.23183	28.04703	27.7649	27.88629	27.26428	27.80347	27.91878	28.2566	27.72475	27.44979	27.96262	27.36177	27.17531	27.78251	27.62024	27.88844	28.0592	27.18111	28.29443	27.45238	27.63208	27.41305	27.19028	27.74163	27.38731	27.56282	27.37782
TR18451|c0_g1_i1|m.117745	NA	NA	24.79263	24.98351	22.64112	22.84439	22.54809	22.35944	22.41209	21.14196	25.26037	26.23905	25.15058	26.0806	22.89349	25.31738	23.25638	23.94958	25.0549	22.48949	27.77128	24.38291	25.4037	25.19731	25.70118	25.12609	25.23943	21.3559	27.09194	24.09208	24.05879	23.38403	23.64933	20.15635	22.39947	22.20604	23.68035
TR18453|c2_g1_i2|m.117917	TR18453|c2_g1_i1|m.117913	NA	27.53905	27.63893	27.44127	27.21113	27.16471	27.60258	26.75494	26.56885	27.32303	27.33654	27.33714	27.33287	27.19573	27.16039	27.54267	27.30817	26.60215	27.5952	27.34164	27.24617	26.99518	27.53416	27.23023	27.52066	27.29079	27.00292	27.23535	27.32277	27.69219	27.54738	27.39321	27.0258	27.43046	27.25997	27.28215
TR18454|c0_g1_i3|m.117943	NA	NA	27.37368	27.7404	27.8222	27.83177	27.79903	27.60045	27.78019	26.96367	27.07163	27.37964	27.57124	27.50779	28.07454	26.88332	27.66146	26.89354	27.19282	27.72787	27.49305	27.39329	27.20518	27.8328	27.06075	27.31795	26.99021	27.27453	27.50249	27.53416	28.08871	28.12701	27.46677	27.6983	26.97869	27.75143	27.53326
TR18473|c4_g2_i2|m.118877	NA	TRUE	29.23217	29.1752	29.17969	29.15057	29.77172	29.25604	29.70484	28.89784	29.2238	28.95233	29.27515	28.93635	29.3833	29.29086	29.23941	29.20734	28.96342	29.41452	28.71007	29.34634	29.2954	29.22539	29.01951	29.28703	29.12551	29.70119	28.87197	29.3917	29.04161	29.30541	29.53958	29.73119	29.43732	29.76711	29.70803
TR18475|c2_g1_i9|m.118995	NA	NA	28.80781	28.57055	28.07628	28.32483	28.03999	27.89319	28.36849	27.7213	28.66953	29.2812	28.7584	29.23884	28.17217	28.74227	28.07408	28.47367	28.8527	28.01084	29.52958	28.29597	28.65653	28.64739	28.78756	28.39256	28.40734	27.68271	29.18018	28.64595	28.45783	28.18891	28.07127	27.8387	27.78638	27.86112	28.17455
TR18478|c0_g1_i1|m.119033	NA	NA	21.38748	21.70206	21.49263	23.51078	21.50077	21.37417	22.15019	23.85783	22.8567	22.07006	22.02864	21.69008	21.6991	21.97102	21.67293	22.33191	22.50443	23.43336	22.15242	21.41591	21.47907	22.06947	21.7275	21.99096	22.23286	21.88569	23.35246	21.30825	21.89667	21.2146	21.81917	21.42701	21.52941	22.73185	21.44238
TR18765|c0_g1_i1|m.120112	NA	NA	23.48726	23.47296	22.92653	23.47271	22.87847	23.40133	23.33906	23.44746	22.19627	23.83152	23.48259	23.3538	22.85361	23.12578	23.01165	22.79903	22.82784	23.12171	23.59787	23.05772	23.47988	23.76385	23.50203	23.68785	23.19952	23.46949	23.09139	23.41183	23.62567	23.26842	23.42867	22.13818	23.2325	23.25624	23.35676
TR18784|c0_g1_i1|m.120365	NA	NA	24.85966	24.63815	24.60705	24.58543	24.06883	24.38278	25.20464	23.58909	25.68223	24.67595	24.55016	24.83586	23.90123	24.9682	24.69705	25.80363	24.76825	25.15155	24.11672	24.77465	24.85818	25.13469	25.18654	25.67788	25.98822	25.33091	25.1206	25.17592	24.41725	24.78122	23.68908	26.03225	23.65459	25.8258	24.4247
TR18838|c2_g2_i1|m.120968	NA	NA	30.49162	30.49581	30.45346	30.64693	30.57335	30.94935	30.32432	30.5185	30.03459	30.14394	30.25079	29.92238	30.56856	30.09622	30.61824	30.47189	29.44221	30.56991	30.11644	30.52533	30.48769	30.58002	30.36693	30.33138	30.23581	30.28692	30.22055	30.39213	30.49056	30.48951	30.83379	30.39079	30.67926	30.89439	30.78971
TR18980|c0_g1_i2|m.121882	NA	NA	31.30356	32.13145	32.52934	33.02459	32.74419	32.60876	32.58882	33.42817	31.44149	29.94754	32.02178	31.88052	33.0783	32.10518	31.96244	31.81997	32.08708	32.73759	29.04942	32.63277	32.50517	32.5624	32.53994	32.13794	31.7296	32.81454	26.98	32.29104	32.32844	32.51477	32.85173	32.29592	32.56481	32.39989	32.5622
TR19010|c0_g1_i2|m.122287	NA	TRUE	29.34361	28.97265	29.45552	29.6235	29.9859	29.32834	29.77486	29.27786	29.10901	28.9761	29.2249	28.98639	29.64127	29.39237	29.32268	29.33703	28.97145	29.78614	28.39018	29.44723	29.39395	29.35043	29.4739	29.29938	29.15028	29.90842	28.48922	29.48898	29.14095	29.55733	29.71203	30.09093	29.78743	29.93354	29.95837
TR19016|c0_g1_i2|m.122402	NA	NA	30.94342	30.45973	30.6465	30.72858	30.72631	30.99389	30.7677	31.4567	29.93185	30.35479	30.13907	30.20455	31.47653	30.52253	30.5155	30.28196	30.09735	30.54536	29.94475	30.86371	30.58334	30.60169	30.69445	29.55908	30.18246	31.0041	29.93452	30.98346	30.79506	30.96148	31.24019	30.49381	31.07858	30.81909	31.04336
TR19016|c0_g1_i3|m.122404	NA	NA	28.39497	28.08208	28.29035	28.31099	28.61565	28.5294	28.41248	29.06643	27.55779	27.89041	27.87894	27.74105	28.92524	28.22242	28.385	28.03107	27.68666	28.1984	27.48401	28.3356	27.91451	27.83111	27.98218	26.99075	27.76439	28.67644	27.54422	28.40653	28.24513	28.31519	28.79616	28.35645	28.48685	28.5213	28.5979
TR19298|c0_g3_i1|m.123280	NA	NA	28.07964	28.04885	28.08887	28.70068	28.50866	28.31415	28.50351	29.15964	27.72507	27.40088	27.88559	27.39207	28.21141	27.84864	27.65881	27.29614	27.68398	28.22665	25.45905	28.29259	27.81421	28.25124	27.82863	28.0932	27.20219	28.24568	26.47363	28.04984	28.02242	28.15006	28.60258	27.8031	28.26226	27.67929	28.32006
TR19316|c0_g2_i1|m.123970	NA	NA	26.86432	26.37167	26.48488	26.88588	26.63989	26.31231	26.81726	26.37104	26.3037	26.30515	26.18612	26.15979	26.60795	26.52941	26.18149	26.12829	26.01797	26.44746	26.10616	26.12597	26.5297	26.49343	26.57615	26.48982	26.22295	26.64787	26.00382	26.71712	26.56272	26.34809	26.45406	26.36329	26.48671	26.56905	26.10131
TR19318|c0_g1_i1|m.124028	NA	NA	26.94581	26.33461	26.25647	26.76421	26.42797	26.15451	26.67573	26.03019	26.42861	26.71568	26.24411	26.4135	26.43832	26.87361	25.98969	26.81556	26.17461	26.09885	26.67519	26.25452	26.68231	26.59733	26.61456	26.16695	27.01924	26.14262	26.91091	26.73531	26.41559	26.28893	26.01943	25.57738	26.22869	26.26649	26.55836
TR19376|c0_g1_i2|m.126064	NA	NA	25.09015	25.28348	25.09945	25.07688	25.04398	25.31399	24.72046	24.68688	25.20486	25.03393	25.06858	24.67525	25.26674	25.13489	25.01112	24.73696	23.15659	25.15526	25.02471	25.06641	24.8692	25.57954	25.15607	25.33514	24.76279	25.19344	25.08962	24.7684	25.43514	25.34269	25.09704	24.29088	25.40061	25.13065	25.32306
TR19697|c0_g2_i1|m.127393	NA	NA	24.53142	24.488	24.19648	24.38614	24.58835	24.51424	24.52145	23.83971	24.64905	24.37226	24.63145	24.08115	23.03921	24.15252	24.48456	23.93346	24.83918	24.30445	24.70646	23.90683	24.5013	24.64444	24.34706	24.67772	24.35662	24.8189	24.62316	24.55953	24.29698	24.34225	24.47048	24.43326	24.82677	24.88334	24.71848
TR2000|c0_g1_i1|m.10061	NA	NA	29.79503	30.04479	29.77394	30.07788	30.08639	29.98414	29.91185	29.71268	29.58093	29.63774	29.47647	29.75794	30.19718	29.79012	29.8998	29.74858	29.24936	30.10225	29.14441	29.89923	29.85329	29.76064	29.92011	29.58423	29.65678	30.05427	29.08902	29.87599	30.18305	30.04804	29.65284	29.92252	29.69207	29.95366	29.95421
TR20153|c1_g1_i1|m.128886	NA	TRUE	29.52045	29.30728	29.55054	29.8425	30.05232	29.54885	29.96072	29.98019	29.14046	28.94282	29.43637	28.90469	29.67175	29.28835	29.47603	29.32462	29.25462	29.78161	28.6401	29.54747	29.50883	29.61493	29.33654	29.47481	29.2179	29.87332	28.71967	29.74222	29.30293	29.77258	29.8714	29.84235	29.90038	29.92167	29.83944
TR20199|c0_g1_i2|m.129376	NA	NA	23.79699	24.8715	24.94913	24.58187	24.2363	24.97526	24.23593	24.14934	24.64504	23.75256	24.69216	24.04494	24.77831	24.21453	24.96785	24.87399	24.69163	24.88348	23.02411	24.60099	23.77183	24.66801	24.17668	24.54298	24.58835	24.57508	22.99669	23.78387	25.14651	24.83089	25.31748	23.19122	25.54857	24.94114	25.06792
TR20201|c0_g1_i1|m.129399	NA	NA	25.91723	25.75987	26.21015	25.83241	26.08602	26.43105	26.30485	26.15198	25.61731	25.944	25.69067	25.81592	26.19656	25.9623	26.61456	25.5708	25.3454	25.98794	25.47908	25.9496	25.56189	25.524	25.729	25.51998	25.37451	25.69152	25.11529	25.80563	26.10959	26.32668	26.09748	26.15041	26.48823	26.16195	26.10596
TR20210|c0_g1_i1|m.129512	NA	NA	26.84673	26.91308	27.21854	27.35968	27.47839	27.04531	26.8867	27.23644	26.18255	26.26712	26.87959	26.48979	26.98316	26.86526	26.80698	25.94416	25.93414	27.36043	26.01365	27.10949	26.98729	27.0185	27.02263	27.0747	26.4209	27.22591	25.44269	26.9969	27.26006	27.57521	27.39983	26.71175	27.37352	27.28074	27.37426
TR20210|c1_g1_i6|m.129562	NA	NA	28.21688	28.01244	28.06999	28.49072	28.46603	28.17764	28.56376	29.26269	27.67485	27.69039	27.90024	27.47143	28.54104	27.91365	28.0337	27.50279	28.12253	28.36068	27.11991	28.32856	28.06969	27.83038	28.16337	27.76066	27.67108	28.56587	26.91923	28.05745	28.13217	28.1725	28.25471	29.05365	28.52099	28.12952	28.36478
TR20217|c6_g1_i2|m.129879	NA	NA	24.38949	26.51405	26.8387	27.51818	27.79272	27.53601	27.70359	27.85662	25.40999	22.86469	26.94436	25.83533	28.15098	27.31363	27.4373	26.71188	25.69088	27.92456	23.00567	27.31519	26.69205	26.20374	27.25755	25.35666	25.76329	27.02158	22.70839	24.57306	27.65635	27.59584	27.83473	28.0168	27.28798	27.18234	27.80759
TR20219|c3_g2_i1|m.130332	NA	NA	31.67645	31.71743	31.84157	31.85382	31.27897	31.8205	31.52883	31.67888	31.07839	31.45066	31.51475	31.62671	31.70376	31.79684	31.95154	31.40126	31.56429	32.00725	31.02261	31.61386	31.90555	31.6483	31.94994	31.355	31.78172	32.04322	31.09087	31.76513	31.92323	31.81272	31.70372	31.93667	31.80809	31.66	31.87496
TR20238|c0_g1_i4|m.131130	NA	NA	27.15808	27.35431	27.12288	27.49358	27.30696	27.24245	27.50983	27.28595	27.24445	27.28401	27.31467	26.64568	27.43881	27.10759	27.29815	27.10099	26.66384	27.24934	26.9301	27.10919	27.38154	27.37501	27.28613	27.2787	27.13868	27.59974	27.18471	27.55625	27.20648	27.08689	27.26633	27.33364	27.17122	27.54185	27.20359
TR20257|c3_g3_i3|m.131921	NA	TRUE	27.40803	27.58778	27.4964	27.63243	27.97476	27.71175	27.95615	27.70721	27.40706	27.2589	27.39624	27.2589	27.46972	27.24091	27.5142	27.22766	27.4464	27.92303	27.14598	27.406	27.41216	27.63665	27.48347	27.72527	27.1648	28.08806	26.7278	27.51171	27.44656	27.73589	27.57874	27.77398	27.87074	27.91639	28.04536
TR20276|c4_g2_i1|m.133003	NA	NA	25.64581	24.69832	24.2939	24.69456	25.12451	24.35239	24.60241	24.82284	24.45061	24.26771	24.36065	24.38416	24.88409	24.25796	24.83759	24.79238	23.98702	24.6147	24.00616	24.45136	24.33497	24.68362	24.67944	24.36346	24.41764	24.39937	24.83456	24.87788	24.93737	24.77746	24.9049	25.36018	24.55268	22.87869	24.85062
TR20308|c4_g1_i4|m.134714	TR20308|c4_g1_i2|m.134704	NA	26.21074	26.084	25.8227	25.77917	26.11362	25.817	25.55807	25.28842	22.96633	25.46223	26.12025	25.51298	26.81702	25.99423	24.2988	23.78469	26.20045	25.66273	25.15522	26.2136	25.86179	26.08324	26.00515	25.88344	25.72364	26.57452	25.15511	26.14628	25.99671	26.34912	26.72091	26.32553	26.69365	26.47333	26.50848
TR20381|c0_g1_i1|m.135150	NA	NA	22.64773	23.18412	23.78237	24.97281	23.99438	24.45463	24.34333	25.79407	23.98928	23.36959	24.25695	23.12264	24.82143	22.77984	24.17135	24.1047	23.58015	25.43946	22.6043	24.70699	24.42079	24.28086	23.8625	24.80818	24.07529	24.83523	24.03431	25.3768	24.64565	24.30709	24.22472	23.59149	24.53095	24.21786	24.53635
TR2044|c0_g2_i1|m.10363	NA	NA	25.05014	24.81934	24.90472	24.89092	25.16069	25.29256	24.51298	25.0676	24.65992	24.46438	24.98936	24.35978	24.51208	24.54699	25.43597	25.10045	23.33853	25.5677	24.33674	24.60676	24.52916	24.67896	24.73965	25.08213	24.84062	25.06126	24.60755	24.67654	25.44809	24.99395	24.78526	25.75361	25.09539	25.21238	24.91898
TR2057|c0_g1_i1|m.10457	NA	NA	25.63926	25.66812	26.55418	26.29756	26.42352	26.82347	26.46449	26.87068	25.94273	25.85517	25.63661	25.84659	27.66282	26.59363	27.83527	27.13252	26.9875	27.67452	24.78437	26.23932	25.36753	25.02107	25.29922	26.05234	26.5565	27.23023	25.29039	26.46404	26.53703	26.63561	27.08365	28.33275	27.89897	28.06363	27.45701
TR20945|c0_g1_i1|m.137312	NA	NA	27.67499	27.52992	27.4479	27.57369	27.58864	27.65785	27.33322	27.54848	27.44766	27.18357	27.56964	27.07306	27.8402	27.38533	27.56063	26.90288	26.91445	27.62638	27.00282	27.58398	27.18101	27.56943	27.31622	27.36878	27.09315	27.6541	27.08081	27.40633	27.57456	27.86112	27.59754	27.58663	27.59932	27.62694	27.4773
TR20969|c2_g1_i1|m.138586	NA	NA	25.12439	25.25292	24.89943	24.1141	24.87009	24.54957	24.75644	21.96541	25.36256	25.41503	24.73567	25.23914	21.99152	24.7541	24.1277	24.91063	24.69604	24.88003	25.81658	24.60642	24.74484	24.84781	25.3675	24.85077	24.74078	24.23827	25.40759	24.72192	25.07692	24.7251	24.98945	24.28694	24.3891	24.78975	24.89106
TR20978|c0_g2_i11|m.138967	NA	NA	30.65369	30.53955	30.67379	30.87181	30.87738	31.06721	30.68987	31.17051	30.25935	30.09232	30.28096	29.95366	30.99934	30.37389	30.91121	30.20023	30.11384	31.05621	29.73129	30.71914	30.22803	30.3952	30.29745	30.12312	30.27498	30.99348	29.70774	30.76327	30.70932	30.83507	30.95532	30.88715	31.17093	30.89555	30.88307
TR21005|c0_g1_i2|m.140227	NA	NA	25.33433	25.37865	24.7202	23.7541	24.13132	24.38502	23.34746	23.60637	25.14394	25.6522	25.28369	25.78536	24.40587	25.35944	24.5552	24.70662	24.51989	24.42008	26.38872	24.9534	25.17756	25.67541	25.21948	25.24093	25.02585	23.83663	25.73588	24.69875	25.35699	24.33368	24.30431	23.7083	24.56726	24.14981	24.44966
TR21599|c0_g1_i1|m.142526	NA	NA	24.81705	24.94708	25.22755	24.9693	25.05854	25.34306	24.92093	25.12044	25.11482	22.74559	24.67632	24.60077	24.88818	24.34753	25.33272	25.50261	24.01177	25.18109	23.62678	25.07647	24.88455	25.0891	24.9781	25.12727	25.48846	25.12731	23.80843	24.83576	25.14313	25.26953	25.55359	25.58222	25.42297	25.50133	25.42985
TR22046|c2_g1_i1|m.143689	NA	NA	26.17927	26.13975	26.43767	26.4168	26.56686	26.62687	26.59106	27.03023	25.91267	25.64414	26.03324	25.51003	26.60315	26.05086	26.57427	26.22116	26.20676	26.55945	25.43422	26.30597	26.16953	25.92897	25.99162	25.89037	25.94275	26.65267	25.36469	26.30619	26.24824	26.51614	26.68565	26.49873	26.72051	26.55399	26.55133
TR22062|c0_g1_i2|m.144494	NA	NA	24.28079	24.87155	24.63561	24.40276	23.72515	23.84211	24.40685	24.08691	24.3662	24.67686	24.82323	24.15599	23.90518	24.71811	23.68528	23.79749	22.98972	24.74083	24.2576	24.59787	24.00677	24.88888	24.20672	24.23776	24.50845	23.85272	24.09273	24.25782	24.80454	24.47389	24.39911	23.04938	24.43314	24.0065	24.34238
TR22066|c0_g1_i1|m.144619	NA	NA	29.71504	30.17736	30.54646	31.05375	30.8213	31.03852	30.79452	31.09415	29.93635	29.63442	30.57993	29.83906	31.1805	30.36849	30.49895	30.19025	30.57524	31.03276	29.02287	30.55846	30.52916	30.55032	30.48693	30.19237	29.87905	31.08087	27.98799	30.46119	30.09459	30.20502	30.32775	30.54665	30.44025	30.53945	30.41629
TR22088|c0_g1_i1|m.145208	NA	NA	25.91472	25.91957	26.09736	26.48014	26.65826	25.90058	26.36297	26.33279	25.99557	25.78242	25.67082	25.69564	26.29534	26.24405	25.69644	25.76038	25.38949	25.87263	25.12814	26.00922	26.12634	26.08087	25.8075	25.83367	25.54898	26.24556	25.48622	26.42063	25.70279	26.03905	25.86524	26.13843	25.97507	26.09975	25.8624
TR22117|c0_g1_i1|m.146630	NA	NA	28.14885	27.79557	28.04009	27.35775	27.60095	28.02327	27.31475	27.38484	27.88005	27.80864	27.8825	27.69039	27.72839	27.86479	28.22614	28.07092	27.6729	27.96097	27.67418	27.71895	27.03265	27.56515	27.46342	27.72793	27.82153	27.31311	27.68023	27.78488	28.02396	28.04469	27.72657	27.93573	27.75678	27.71371	27.58362
TR22123|c0_g1_i1|m.146861	NA	NA	25.64287	25.47831	25.21616	24.96	24.91013	25.43993	24.54138	24.89938	25.45917	25.34767	25.61883	25.28996	24.70271	25.25144	25.46824	25.66522	24.73913	25.12873	25.74763	25.35124	25.04893	25.49363	25.16546	25.42762	25.16507	24.95921	25.78357	25.43469	25.63887	25.51286	25.22909	24.95894	25.2839	25.33712	25.45023
